Time,Sample#,Type,Sub,Chan,Num,Aux,Duration
[03:03:58.000,20038,"""",0,0,0,Hyp,0:16.5
[03:04:47.000,20087,"""",0,0,0,Hyp,0:11.8
[03:05:02.000,20102,"""",0,0,0,Hyp,0:12.8
[03:05:37.000,20137,"""",0,0,0,Hyp,0:13.2
[03:07:46.000,20266,"""",0,0,0,Hyp,0:20.1
[03:10:33.000,20433,"""",0,0,0,Hyp,0:13.1
[03:11:08.000,20468,"""",0,0,0,Hyp,0:13.6
[03:13:15.000,20595,"""",0,0,0,Hyp,0:13.7
[03:13:57.000,20637,"""",0,0,0,Cn.A,0:13.6
[03:14:55.000,20695,"""",0,0,0,Hyp,0:12.4
[03:15:31.000,20731,"""",0,0,0,Hyp,0:11.3
[03:16:21.000,20781,"""",0,0,0,Hyp,0:11.1
[03:28:35.000,21515,"""",0,0,0,Hyp,0:15.4
[03:29:12.000,21552,"""",0,0,0,Hyp,0:11.1
[03:50:02.000,22802,"""",0,0,0,Hyp,0:12.6
[03:50:20.000,22820,"""",0,0,0,Hyp,0:14.9
[03:51:02.000,22862,"""",0,0,0,Hyp,0:15.2
[03:55:41.000,23141,"""",0,0,0,Hyp,0:11.1
[03:56:18.000,23178,"""",0,0,0,Hyp,0:11.3
[03:56:39.000,23199,"""",0,0,0,Hyp,0:11.6
[04:01:30.000,23490,"""",0,0,0,Hyp,0:10.3
[04:02:01.000,23521,"""",0,0,0,Hyp,0:11.8
[04:02:49.000,23569,"""",0,0,0,Hyp,0:11.1
[04:03:15.000,23595,"""",0,0,0,Hyp,0:11.0
[04:12:01.000,24121,"""",0,0,0,Hyp,0:14.9
[04:13:08.000,24188,"""",0,0,0,Hyp,0:15.5
[04:14:19.000,24259,"""",0,0,0,Hyp,0:19.8
[04:14:47.000,24287,"""",0,0,0,Hyp,0:17.0
[04:15:13.000,24313,"""",0,0,0,Hyp,0:25.2
[04:16:27.000,24387,"""",0,0,0,Hyp,0:25.0
[04:17:12.000,24432,"""",0,0,0,Hyp,0:21.6
[04:17:43.000,24463,"""",0,0,0,Hyp,0:12.4
[04:18:04.000,24484,"""",0,0,0,Hyp,0:25.7
[04:18:57.000,24537,"""",0,0,0,Hyp,0:18.8
[04:19:24.000,24564,"""",0,0,0,Hyp,0:25.4
[04:20:53.000,24653,"""",0,0,0,Hyp,0:24.5
[04:21:59.000,24719,"""",0,0,0,Hyp,0:29.4
[04:22:51.000,24771,"""",0,0,0,Hyp,0:11.3
[04:23:07.000,24787,"""",0,0,0,Hyp,0:21.9
[04:23:56.000,24836,"""",0,0,0,Hyp,0:10.3
[04:24:26.000,24866,"""",0,0,0,Hyp,0:12.1
[04:25:05.000,24905,"""",0,0,0,Hyp,0:11.9
[04:25:33.000,24933,"""",0,0,0,Hyp,0:16.7
[04:26:10.000,24970,"""",0,0,0,Hyp,0:16.2
[04:27:09.000,25029,"""",0,0,0,Hyp,0:18.6
[04:28:01.000,25081,"""",0,0,0,Hyp,0:13.9
[04:28:49.000,25129,"""",0,0,0,Hyp,0:17.0
[04:29:45.000,25185,"""",0,0,0,Hyp,0:18.0
[04:30:25.000,25225,"""",0,0,0,Hyp,0:17.7
[04:31:34.000,25294,"""",0,0,0,Hyp,0:15.2
[04:32:13.000,25333,"""",0,0,0,Cn.A,0:13.4
[04:34:37.000,25477,"""",0,0,0,Hyp,0:11.6
[04:35:59.000,25559,"""",0,0,0,Hyp,0:20.0
[04:36:53.000,25613,"""",0,0,0,Hyp,0:13.9
[04:37:44.000,25664,"""",0,0,0,Hyp,0:11.9
[04:38:01.000,25681,"""",0,0,0,Hyp,0:13.6
[04:38:49.000,25729,"""",0,0,0,Hyp,0:20.6
[04:39:20.000,25760,"""",0,0,0,Hyp,0:15.0
[04:41:35.000,25895,"""",0,0,0,Hyp,0:18.0
[04:42:32.000,25952,"""",0,0,0,Hyp,0:12.4
[04:43:06.000,25986,"""",0,0,0,Hyp,0:17.3
[04:47:32.000,26252,"""",0,0,0,Hyp,0:12.5
[04:48:05.000,26285,"""",0,0,0,Hyp,0:16.4
[05:53:54.000,30234,"""",0,0,0,Hyp,0:10.8
[05:59:22.000,30562,"""",0,0,0,Hyp,0:11.8
[05:59:54.000,30594,"""",0,0,0,Hyp,0:12.1
[06:00:11.000,30611,"""",0,0,0,Hyp,0:13.1
[06:01:18.000,30678,"""",0,0,0,Hyp,0:14.6
[06:02:36.000,30756,"""",0,0,0,Hyp,0:11.3
[06:03:19.000,30799,"""",0,0,0,Hyp,0:13.1
[06:04:46.000,30886,"""",0,0,0,Hyp,0:16.2
[06:05:15.000,30915,"""",0,0,0,Hyp,0:12.3
[06:05:46.000,30946,"""",0,0,0,Hyp,0:12.3
[06:07:29.000,31049,"""",0,0,0,Hyp,0:19.1
[06:08:52.000,31132,"""",0,0,0,Hyp,0:25.0
[06:11:40.000,31300,"""",0,0,0,Hyp,0:12.1
[06:13:16.000,31396,"""",0,0,0,Hyp,0:13.2
[06:14:54.000,31494,"""",0,0,0,Hyp,0:33.7
[06:15:56.000,31556,"""",0,0,0,Hyp,0:17.0
[06:21:48.000,31908,"""",0,0,0,Hyp,0:17.7
[06:22:19.000,31939,"""",0,0,0,Hyp,0:24.5
[06:22:59.000,31979,"""",0,0,0,Hyp,0:18.7
[06:23:46.000,32026,"""",0,0,0,Hyp,0:11.8
[06:24:11.000,32051,"""",0,0,0,Hyp,0:10.3
[06:24:27.000,32067,"""",0,0,0,Hyp,0:24.7
[06:25:20.000,32120,"""",0,0,0,Hyp,0:41.2
[06:26:53.000,32213,"""",0,0,0,Hyp,0:15.0
[06:29:13.000,32353,"""",0,0,0,Hyp,0:16.5
