Time,Sample#,Type,Sub,Chan,Num,Aux,Duration
[00:56:10.000,12370,"""",0,0,0,Arousal,0:05.3
[01:02:51.000,12771,"""",0,0,0,Arousal,0:08.2
[01:04:08.000,12848,"""",0,0,0,Arousal,0:09.7
[01:05:20.000,12920,"""",0,0,0,Arousal,0:12.2
[01:06:21.000,12981,"""",0,0,0,Arousal,0:10.7
[01:08:20.000,13100,"""",0,0,0,Arousal,0:03.9
[01:09:12.000,13152,"""",0,0,0,Arousal,0:15.0
[01:12:09.000,13329,"""",0,0,0,Arousal,0:07.6
[01:13:57.000,13437,"""",0,0,0,Arousal,0:18.0
[01:16:02.000,13562,"""",0,0,0,Arousal,0:13.8
[01:33:34.000,14614,"""",0,0,0,Arousal,0:15.5
[01:38:04.000,14884,"""",0,0,0,Arousal,0:03.2
[01:43:59.000,15239,"""",0,0,0,Arousal,0:04.5
[01:57:01.000,16021,"""",0,0,0,Arousal,0:21.4
[02:38:09.000,18489,"""",0,0,0,Arousal,0:10.2
[02:38:56.000,18536,"""",0,0,0,Arousal,0:07.0
[02:43:14.000,18794,"""",0,0,0,Arousal,0:08.3
[02:47:24.000,19044,"""",0,0,0,Arousal,0:11.2
[02:59:51.000,19791,"""",0,0,0,Arousal,0:10.1
[03:03:31.000,20011,"""",0,0,0,Arousal,0:08.8
[03:06:10.000,20170,"""",0,0,0,Arousal,0:08.0
[03:12:41.000,20561,"""",0,0,0,Arousal,0:05.4
[03:28:05.000,21485,"""",0,0,0,Arousal,0:06.8
[03:28:25.000,21505,"""",0,0,0,Arousal,0:06.0
[03:48:26.000,22706,"""",0,0,0,Arousal,0:18.4
[03:56:55.000,23215,"""",0,0,0,Arousal,0:05.1
[04:11:31.000,24091,"""",0,0,0,Arousal,0:08.1
[04:19:55.000,24595,"""",0,0,0,Arousal,0:07.6
[04:21:21.000,24681,"""",0,0,0,Arousal,0:10.8
[04:30:44.000,25244,"""",0,0,0,Arousal,0:15.4
[04:31:39.000,25299,"""",0,0,0,Arousal,0:11.3
[04:39:32.000,25772,"""",0,0,0,Arousal,0:07.5
[04:44:18.000,26058,"""",0,0,0,Arousal,0:22.1
[04:47:54.000,26274,"""",0,0,0,Arousal,0:13.6
[04:55:08.000,26708,"""",0,0,0,Arousal,0:21.4
[05:27:50.000,28670,"""",0,0,0,Arousal,0:09.2
[05:28:12.000,28692,"""",0,0,0,Arousal,0:17.5
[05:30:27.000,28827,"""",0,0,0,Arousal,0:17.3
[05:35:07.000,29107,"""",0,0,0,Arousal,0:19.4
[05:35:52.000,29152,"""",0,0,0,Arousal,0:04.4
[05:36:30.000,29190,"""",0,0,0,Arousal,0:29.9
[05:39:26.000,29366,"""",0,0,0,Arousal,0:18.1
[05:40:50.000,29450,"""",0,0,0,Arousal,0:10.0
[05:41:22.000,29482,"""",0,0,0,Arousal,0:07.3
[05:41:57.000,29517,"""",0,0,0,Arousal,0:11.5
[05:42:44.000,29564,"""",0,0,0,Arousal,0:15.5
[05:45:14.000,29714,"""",0,0,0,Arousal,0:10.4
[05:45:52.000,29752,"""",0,0,0,Arousal,0:10.8
[05:47:50.000,29870,"""",0,0,0,Arousal,0:14.3
[05:50:03.000,30003,"""",0,0,0,Arousal,0:19.2
[05:52:11.000,30131,"""",0,0,0,Arousal,0:05.3
[05:52:51.000,30171,"""",0,0,0,Arousal,0:05.6
[05:54:11.000,30251,"""",0,0,0,Arousal,0:05.9
[05:55:53.000,30353,"""",0,0,0,Arousal,0:04.1
[06:06:41.000,31001,"""",0,0,0,Arousal,0:11.6
[06:16:49.000,31609,"""",0,0,0,Arousal,0:21.3
